#,Batch,Title,Author,Summary,Rooms,Resolutions,Concept Originality,Mechanics Originality,Interesting Details,Map Quality,Humor,Content Rating,Average,Source File,Rated At,Model
448,2015,A Troubled Mind,Taylor Frank,"Adventurers must perform trepanation to enter the mind of a mad heir and cure his affliction. The mind is a surreal, fleshy dungeon with a living fog and psychological dangers.",1,"Exploration, Puzzles, Skill Challenges",9.5,8.0,8.0,8.0,1.0,PG-13,8.38,E027_TaylorFrank_ATroubledMind.md,2026-06-28T07:32:09.509Z,deepseek/deepseek-v4-flash
449,2015,Escape the Oubliette,Monkey Design,"The players begin naked and unarmed in an oubliette and must escape a multi-level dungeon before a flood fills the lower levels. They navigate traps, monsters, and skill challenges to reach the surface, where their gear awaits hidden in a tree.",9,"Combat, Traps, Exploration, Skill Challenges",6.0,5.0,6.0,7.0,1.0,PG-13,6.0,E028_MonkeyBloodDesign_EscapetheOubliette.md,2026-06-28T07:32:05.759Z,deepseek/deepseek-v4-flash
450,2015,The Woldcore Caves,Malin Freeborn,"A dwarven-goblin war rages in the underdark, with players joining the dwarves to navigate treacherous tunnels and complete missions. The dungeon features numerous factions, special areas, and a complex map of overlapping territories.",19,"Combat, Diplomacy, Stealth, Traps, Exploration, Skill Challenges, Fetch Quests, Roleplay, Social",6.5,7.0,8.0,7.0,1.0,PG-13,7.12,E029_MalinFreeborn_WoldcoreCaves.md,2026-06-28T07:32:14.622Z,deepseek/deepseek-v4-flash
451,2015,Ticket to Hell,Tomas Reichmann,"A train tour through an industrial Hell's seven deadly sins, where adventurers resist temptation and atone to earn salvation. Each stop offers unique challenges with dire consequences for sinning.",7,"Combat, Diplomacy, Puzzles, Exploration, Skill Challenges, Roleplay, Traps",8.5,8.0,8.0,7.0,3.5,R,7.88,E030_TomasReichmann_TickettoHell.md,2026-06-28T07:32:11.972Z,deepseek/deepseek-v4-flash
452,2015,The Bog Hag,Scott Marcley,"A green hag named Mamawaldi controls a treacherous swamp, threatening a nearby trade village. The party must navigate a hex-map of the Hagsbog, overcome its denizens, and stop the hag's evil plans.",13,"Combat, Diplomacy, Fetch Quests, Roleplay, Traps, Exploration",5.5,4.5,7.0,6.0,2.5,PG-13,5.75,E031_ScottMarcley_TheBogHag.md,2026-06-28T07:32:10.003Z,deepseek/deepseek-v4-flash
453,2015,The Demonic Menagerie of Pazuzu,Mike Ge,"A mysterious portal leads adventurers into a planar dungeon housing seven demonic chambers, where they must navigate using True Names and magical circles. Each room contains a unique demon with its own powers and dangers, while derro ambush parties add further peril.",7,"Combat, Diplomacy, Puzzles, Traps, Exploration, Skill Challenges, Social",6.5,8.0,8.0,7.0,2.0,PG-13,7.38,E032_MikeGe_TheDemonicMenagerieofPazuzu.md,2026-06-28T07:32:11.395Z,deepseek/deepseek-v4-flash
454,2015,Shipwreck Channel,Dave Frederick,"The party must traverse a series of wrecked, ice-locked ships to cross a channel in a ruined city, encountering hostile creatures and traps aboard each vessel. The harpoon serves as a unique tool for movement and combat.",12,"Combat, Traps, Skill Challenges, Exploration",7.0,6.5,7.0,7.0,1.0,PG,6.88,E033_DaveFrederick_ShipwreckChannel.md,2026-06-28T07:32:13.912Z,deepseek/deepseek-v4-flash
455,2015,"North of Garvolk: Mundane Problems, Fantastical Solutions",Edmund Racher,"A campaign setting module in the low-magic province of Garvolk, offering numerous adventure hooks focused on social, political, and exploration challenges rather than traditional dungeon crawling. The detailed region map supports sandbox play with a variety of non-combat encounters.",11,"Combat, Diplomacy, Puzzles, Fetch Quests, Stealth, Roleplay, Exploration, Skill Challenges, Social",9.0,7.5,8.0,8.0,2.5,PG-13,8.12,E034_EdmundRacher_NorthofGarvolk.md,2026-06-28T07:32:31.193Z,deepseek/deepseek-v4-flash
456,2015,Barrow of the Nanolich,Sean Smith,"A dungeon beneath Lacona Ridge where the Gnome Nanolich Kurren terrorizes the area with an undead dragon. Adventurers must navigate a hub with zombie bee hives, an echodrave ambush, and the nanospore-infected lair to defeat Kurren in his Iron Maiden.",5,"Combat, Exploration",7.5,6.5,7.0,4.0,1.0,PG-13,6.25,E035_SeanSmith_BarrowoftheNanolich.md,2026-06-28T07:32:18.876Z,deepseek/deepseek-v4-flash
457,2015,The Owl Mage's Lair,Lee Mohnkern,"A wizard who created owlbears now hides in an old smuggling hold, seeking vengeance against the king's soldiers. The party must navigate a series of rooms filled with traps, creatures, and the partially transformed wizard.",16,"Combat, Diplomacy, Traps, Roleplay, Exploration",6.5,5.5,7.0,4.0,1.0,PG-13,5.75,E036_LeeMohnkern_TheOwlMage.md,2026-06-28T07:32:19.974Z,deepseek/deepseek-v4-flash
458,2015,Maro Tanesh,jones,"An ancient trade center embroiled in a guild war between the Silk Hand and River Pilots. The city is divided into four distinct districts, each with its own political and economic role.",4,"Combat, Diplomacy, Stealth, Roleplay, Social, Exploration",6.0,3.0,7.0,7.0,1.0,PG,5.75,E037_jones_MaroTanesh.md,2026-06-28T07:32:22.834Z,deepseek/deepseek-v4-flash
459,2015,City-on-the-Bridge,Gleb Lysakov,"A one-page dungeon set in a fantasy city built on a bridge, where players pursue a villain by navigating a linear path of trials using a deck of playing cards to determine success. The map features 17 suit-marked locations that trigger card-drawing challenges and treasure rolls.",17,"Exploration, Skill Challenges",8.0,8.0,6.0,7.0,3.0,G,7.25,E038_GlebRigvalLysakov_CityontheBridge.md,2026-06-28T07:32:23.238Z,deepseek/deepseek-v4-flash
460,2015,Erina's Tower,Nathaniel Lightfoot,Adventurers must stop the necromancer Erina from using her tower to raise undead armies. The one-page dungeon is presented in a pixel-art style with a cross-section map of the tower.,4,"Combat, Exploration",2.0,2.0,3.0,5.0,1.0,PG-13,3.0,E039_NathanielLightfoot_ErinasTower.md,2026-06-28T07:32:26.919Z,deepseek/deepseek-v4-flash
461,2015,Semi-Sunken Schooner Sultana,David Gayer,"A semi-sunken schooner, cursed by a trapped genie, is now infested with undead crew and monsters. The party must navigate the ship's magical traps and solve the figurehead puzzle to earn a wish.",6,"Combat, Traps, Puzzles, Fetch Quests, Roleplay, Exploration",7.0,6.5,7.5,7.5,2.0,PG-13,7.12,E040_DavidGayer_SchoonerSultan.md,2026-06-28T07:32:34.480Z,deepseek/deepseek-v4-flash
462,2015,Gron & Krim’s Blood & Guts Tavern,Alex Kimball,"A tavern run by half-ogre brothers that welcomes marginalized races, featuring a caged elf bard on the first floor, a quieter second floor with a fixer, and a basement boxing ring where prize fights are held. The establishment is filled with colorful NPCs and opportunities for social interaction and combat.",3,"Combat, Roleplay, Social, Exploration",9.5,7.0,9.0,6.0,3.5,PG-13,7.88,E041_AlexKimball_Gron&KrimsBlood&GutsTavern.md,2026-06-28T07:32:32.082Z,deepseek/deepseek-v4-flash
463,2015,Aftermath,Aaron Frost,A post-apocalyptic one-page dungeon set in a ruined city represented by a hex grid. Players must rescue a kidnapped mother or find baby formula while navigating random encounters and dangers.,4,"Combat, Fetch Quests, Exploration, Traps, Roleplay",6.5,5.5,4.5,6.0,1.5,PG-13,5.62,E042_AaronFrost_MilkRun.md,2026-06-28T07:32:35.635Z,deepseek/deepseek-v4-flash
464,2015,The Forsaken Wizard’s Tomb,Griffin Derr,"A traditional OSR dungeon crawl set in a wizard's tomb, featuring a non-linear map with traps, puzzles, and a quest to deliver a medallion to a sleeping dire wolf's master. The dungeon includes rooms with backward mirror logic, a stone golem, and a final confrontation with six dire wolves and a wizard.",10,"Combat, Puzzles, Fetch Quests, Traps, Roleplay, Skill Challenges, Exploration",5.5,6.5,8.0,7.0,2.5,PG-13,6.75,E043_GriffinDerr_ForsakenWizardDungeon.md,2026-06-28T07:32:36.466Z,deepseek/deepseek-v4-flash
465,2015,Sepulchre of the Abyss,Joel Bethell,"A one-page dungeon set in an underwater mausoleum for self-mummified cultists, where treasure hunters brave a branching, flood-prone complex filled with bizarre monsters and strange magical treasures. Rooms have randomized terrain, flooding, and monsters, with a focus on exploration and puzzle-like interactions.",8,"Combat, Puzzles, Exploration, Traps",6.5,7.0,7.5,5.0,1.0,PG-13,6.5,E044_JoelBethell_SepulchreoftheAbyss.md,2026-06-28T07:32:35.656Z,deepseek/deepseek-v4-flash
466,2015,Lair of the Leech Lich,Sean Fager,"A swamp dungeon where the party must rescue Sir Pioty from a leech 'lich' and its phantom warrior. The lair features flooded rooms, turtles, a troll, spore tunnels, and a bog with will-o'-wisps.",5,"Combat, Exploration, Skill Challenges, Traps",6.5,7.0,7.5,4.5,2.5,PG-13,6.38,E045_SeanFager_LairoftheLeechLich.md,2026-06-28T07:32:41.211Z,deepseek/deepseek-v4-flash
467,2015,The Frozen Tomb of Za'at,Benjamin Wenham,"This dungeon is a frozen tomb of a Noh shaman, filled with undead guardians, curses, and eldritch horrors. Adventurers must climb a waterfall, navigate treacherous caves, and overcome skill challenges to reach the final burial chamber.",9,"Combat, Exploration, Skill Challenges, Traps",6.0,5.5,7.5,7.0,1.0,R,6.5,E046_BenjaminWenham_TheFrozenTombofZaat.md,2026-06-28T07:32:42.146Z,deepseek/deepseek-v4-flash
468,2015,Karsthaven: The Hidden Temple of Orena,Cornelia Yoder,"The Hidden Temple of Orena is carved into a massive dome-pit in the mountains, featuring a central vertical shaft with cave entrances at various levels connected by rotted wooden walkways. Adventurers must navigate chambers including a bath with a stunjelly, a chapel with an alignment-detecting mirror, and a grotto inhabited by a shape-shifting Pooka.",14,"Combat, Diplomacy, Exploration, Roleplay, Skill Challenges, Traps",6.5,7.0,8.0,8.0,1.0,PG-13,7.38,E047_CorneliaYoder_Karsthaven.md,2026-06-28T07:32:46.731Z,deepseek/deepseek-v4-flash
469,2015,Tensk Ueart’s Folly,Antonios Kogias,"Tensk Ueart's Folly is an abandoned magic tower's dungeon challenge where adventurers must navigate a non-Euclidean map of teleporting corridors and secret one-way passages. By solving puzzles in ten rooms, they can close specific exits to energize the central altar and resurrect the vanished wizard.",10,"Combat, Puzzles, Traps, Exploration, Roleplay",8.5,8.0,8.0,7.0,1.0,PG,7.88,E048_AntoniosKogias_TenskUeartFolly.md,2026-06-28T07:32:46.010Z,deepseek/deepseek-v4-flash
470,2015,The Shard of Lemuria,Andrey Makarov,"A three-level dungeon temple built by lemurian giants, later taken over by a cult and now abandoned in the jungle. The dungeon features a cursed relic that metallizes anything it touches, with secret passages, traps, and puzzles.",20,"Combat, Puzzles, Traps, Exploration",5.0,6.0,7.0,8.0,1.0,PG-13,6.5,E049_AndreyMakarov_TheShardofLemuria.md,2026-06-28T07:32:42.322Z,deepseek/deepseek-v4-flash
471,2015,Before the oracle weeps...,Wauthoz Bastien,A Dungeon World module about political intrigue and drug-fueled corruption in the kingdom of Caer Kalder. A doom clock tracks the plot as the party must uncover a conspiracy involving mirror-faced assassins and a weeping oracle.,6,"Combat, Diplomacy, Stealth, Roleplay, Social, Exploration, Skill Challenges",8.0,6.0,7.0,5.0,1.0,PG-13,6.5,E050_WauthozBastien_BeforetheOracleweeps.md,2026-06-28T07:32:47.115Z,deepseek/deepseek-v4-flash
472,2015,The Meat Locker,Jason Hall,"The party must retrieve a magical rack of ribs from an orc-run butchery stronghold to secure peace between barbarian tribes. The dungeon features a multi-room stronghold with guards, puzzles, and an icy freezer.",10,"Combat, Puzzles, Fetch Quests, Stealth, Roleplay, Exploration",6.5,7.0,8.0,7.0,3.0,PG-13,7.12,E051_JasonHall_MeatLocker.md,2026-06-28T07:32:51.330Z,deepseek/deepseek-v4-flash
473,2015,The Lantern of Wyv,Michael Prescott,"A magical barge endlessly circles a bay, leading to a floating stone lantern that is the tomb of the wizard Radomenus. Inside, adventurers must navigate three levels of ancient magic, including a healing table, a laboratory, and a teleportation helm, while contending with wyverns and the gelatinous remains of the wizard.",7,"Combat, Diplomacy, Puzzles, Stealth, Roleplay, Exploration, Skill Challenges",9.0,8.5,8.5,9.0,1.0,PG-13,8.75,E052_MichaelPrescott_TheLanternofWyv.md,2026-06-28T07:33:01.537Z,deepseek/deepseek-v4-flash
474,2015,Hold the Mushrooms Please,Charles Myriam,"A sinkhole transports adventurers to a whimsical fungal underworld where they must rescue three lost children from the influence of a strange mushroom crown. The caverns are filled with peaceful and hostile Rocktop creatures, traps, and bizarre flora that alter the mind and body.",12,"Combat, Diplomacy, Stealth, Traps, Exploration, Roleplay",9.0,8.0,9.0,7.0,2.0,PG-13,8.25,E053_CharlesandMyriam_HoldtheMushroomsPlease.md,2026-06-28T07:32:55.745Z,deepseek/deepseek-v4-flash
475,2015,The Star Pit,Michael Wenman,"A deep vertical pit with settlements along its walls, where adventurers descend to reach a legendary fallen star while facing harpies and other dangers. The map is designed to be rolled into a cylinder, creating a seamless loop for exploration.",3,"Combat, Exploration, Roleplay, Traps, Skill Challenges",8.5,8.0,7.5,9.0,1.5,PG-13,8.25,E054_MichaelWenman_TheStarPit.md,2026-06-28T07:32:57.255Z,deepseek/deepseek-v4-flash
476,2015,Super Small Dungeon Set,Peter8Rad Games,"This print-and-play set provides a gridded cavern map with nine keyed rooms and tokens for monsters, items, and doors. The map is a single irregular cavern with narrow corridors, suitable for tactical skirmishes.",9,,2.0,1.0,2.0,3.0,1.0,G,2.0,E055_Peter8RadGames_SuperSmallDungeonSet.md,2026-06-28T07:32:56.963Z,deepseek/deepseek-v4-flash
477,2015,Goblin Shrine of the Spidergods,Gordon Cooper,Deep goblins have built a shrine above a giant spider cavern and are kidnapping people for sacrifices. Players must rescue the captives before they are thrown to the spiders each hour.,16,"Combat, Diplomacy, Stealth, Exploration, Roleplay",5.5,4.0,6.5,7.0,2.5,PG-13,5.75,E056_GordonACooper_GoblinShrineoftheSpiderGods.md,2026-06-28T07:33:00.757Z,deepseek/deepseek-v4-flash
478,2015,Forbidden Archaeology: The Sunken Pyramid of Im-Râ-Dis,Sebastien Vallee,"A one-page dungeon module set in a sunken Egyptian pyramid tomb, centered on recovering the Cross of Osiris artifact. The document includes a map and structured sections but provides no explicit room details or encounter types.",8,,3.0,2.0,1.5,5.0,1.0,PG,2.88,E057_SebastienVallee_TheSunkenPyramid.md,2026-06-28T07:33:06.694Z,deepseek/deepseek-v4-flash
479,2015,Race to the Reckoning,Alex Welk,"Players must transport a vampire count in a carriage to his mansion before sunset while fighting off undead minions in a high-speed chase. The module features a movement die system, random encounters, and wagon-based combat.",1,"Combat, Skill Challenges",7.0,6.0,5.0,4.0,1.0,PG,5.5,E058_AlexWelk_RacetotheReckoning.md,2026-06-28T07:33:06.818Z,deepseek/deepseek-v4-flash
480,2015,Lord Orchaos’ Lair,John Belmonte,"A parasite-controlled orc leader terrorizes a former Dwarven outpost. The party must navigate through orc-filled rooms, a locked dwarven strongroom, and a cave system with a pool and pit to confront Orchoas and his parasitic master.",10,"Combat, Puzzles, Exploration",5.5,6.0,7.0,5.0,2.5,PG-13,5.88,E059_JohnBelmonte_OrchaosLair.md,2026-06-28T07:33:06.904Z,deepseek/deepseek-v4-flash
481,2015,WARSTONE GORGOTHRA,Daniel Dean,"A grimdark dungeon set inside the hammer of a dead god, filled with cursed beings and trapped treasures. Adventurers navigate four abstract levels to claim a godly ring.",18,"Combat, Traps, Exploration, Roleplay, Puzzles",9.5,8.5,9.0,6.5,1.0,R,8.38,E060_DanielDean_WarstoneGorgothra.md,2026-06-28T07:33:19.098Z,deepseek/deepseek-v4-flash
482,2015,Rania’s Curse,Anomie Coalition,"A submerged elven temple where a cursed oracle, now a medusa, dwells. Adventurers must explore underwater ruins and a dry upper level to confront her.",16,"Combat, Traps, Exploration",5.0,3.0,6.0,7.0,1.0,PG-13,5.25,E061_AnomieCoalition_OnePageDungeon2015.md,2026-06-28T07:33:11.005Z,deepseek/deepseek-v4-flash
483,2015,The Sunken Tower,Simon Forester,"A wizard's tower has collapsed into a deep sinkhole, creating a multi-level dungeon with slanted floors. Adventurers descend via a precarious rope and must navigate levels filled with giant spiders, a walking corpse, morlocks, and a treasure room, while avoiding patrols of morlocks from a cave at the bottom.",9,"Combat, Exploration, Traps",6.5,5.5,6.0,7.5,1.0,PG,6.38,E062_SimonForester_TheSunkenTower.md,2026-06-28T07:33:13.941Z,deepseek/deepseek-v4-flash
484,2015,Dungeon for Lina and Hendrik / Level 2,Herr Zinnling,"A whimsical cellar dungeon under a royal kitchen, where players must find keys to rescue a kitchen boy while encountering a colorful harmless creature, skeletons, and a random table of silly monsters. The map leads to a lower level with dire mice and a boat.",6,"Combat, Diplomacy, Fetch Quests, Roleplay, Exploration, Social",6.5,4.5,7.5,3.5,4.0,PG,5.5,E063_HerrZinnling_DungeonforLinaandHendrikLevel2.md,2026-06-28T07:33:16.471Z,deepseek/deepseek-v4-flash
485,2015,Vengeance of the Minotaur,Frank Schmidt,"A party investigates a Bull Cult temple where the members have gone missing after a mysterious stranger's visit. The temple is barricaded with corpses, and clues point to something sinister within.",8,"Combat, Exploration",4.0,2.0,3.0,5.0,1.0,PG-13,3.5,E064_FrankSchmidt_VengeanceoftheMinotaur.md,2026-06-28T07:33:16.360Z,deepseek/deepseek-v4-flash
486,2015,The Flaming Skull,James Turner,"A dark power has moved into a swamp, forcing a bullywug tribe to raid travelers for a hag named Auntie Wuggy. Adventurers must navigate hazardous swampland and explore a century-old shipwreck to uncover the hag's schemes.",17,"Combat, Diplomacy, Traps, Exploration, Skill Challenges, Roleplay",7.0,6.0,7.0,7.0,2.5,PG-13,6.75,E065_JamesTurner_TheFlamingSkull.md,2026-06-28T07:33:15.667Z,deepseek/deepseek-v4-flash
487,2015,Slumbering Mu Spore,Mark Griffin,"The dungeon is set inside a giant fungal creature called a Mu Spore, which is being converted into a demonic weapon by Drow and fungal minions. Adventurers must navigate the creature's organs to stop the ritual and free the beast.",13,"Combat, Diplomacy, Exploration, Traps, Roleplay",7.5,6.5,8.0,7.0,1.0,PG-13,7.25,E066_MarkGriffin_SlumberingMuSpore.md,2026-06-28T07:33:29.923Z,deepseek/deepseek-v4-flash
488,2015,The Brass Canon's Plunder,Warren Abox,"A pirate treasure buried on a crescent-shaped island with a ruined lighthouse, marshy landing, and a cantankerous ranger. Players must decipher directions, navigate hazards, and deal with wildlife to recover the loot.",4,"Combat, Diplomacy, Puzzles, Fetch Quests, Roleplay, Traps, Exploration, Skill Challenges, Social",6.5,5.5,7.5,7.0,1.0,PG-13,6.62,E067_WarrenAbox_TheBrassCanonsPlunder.md,2026-06-28T07:33:29.183Z,deepseek/deepseek-v4-flash
489,2015,Claim the Tower!,Bradley Smith,A point-crawl tower where heroes must defeat a series of creatures and retrieve the King's Sword to claim the tower as a home for their dragon. The map uses a bubble-style layout with numbered encounter rooms and a random encounter table for entering levels.,8,"Combat, Fetch Quests, Exploration",5.0,2.0,3.0,5.0,1.0,PG-13,3.75,E068_BradleyWSmith_ClaimtheTower!.md,2026-06-28T07:33:29.178Z,deepseek/deepseek-v4-flash
490,2015,Into the Hurricane!,Jackie Tremaine,"A hurricane brings a storm of kami spirits to the town of Uminomichi, who raid for food and slaves for their traveling bath house. Players must navigate the town and the bath house to stop the storm and rescue those taken.",20,"Combat, Diplomacy, Puzzles, Fetch Quests, Roleplay, Exploration, Social",8.5,8.0,9.0,7.0,3.5,PG-13,8.12,E069_JackieTremaine_IntotheHurricane.md,2026-06-28T07:33:30.626Z,deepseek/deepseek-v4-flash
491,2015,The Tower of Whispers,Laurie Eck,A paladin must ascend a five-floor tower to rescue his bride from an evil necromancer. Each floor presents unique challenges.,5,"Combat, Exploration",3.0,2.0,1.0,4.0,1.0,PG,2.5,E070_LaurieEck_TowerofWhispers.md,2026-06-28T07:33:31.287Z,deepseek/deepseek-v4-flash
492,2015,The Beast of Nuholdt,Bruce Cunnington,A dwarven settlement with an upper town and a fortified lower town harbors a trapped minotaur. The town elders may deceive adventurers into dealing with the beast.,10,"Combat, Diplomacy, Fetch Quests, Roleplay, Traps, Exploration, Social",6.5,6.0,8.0,7.5,3.0,PG-13,7.0,E071_BruceCunnington_TheBeastofNuholdt.md,2026-06-28T07:33:34.653Z,deepseek/deepseek-v4-flash
493,2015,The Wretched Hive,Eric Diaz,"A chaos lord and his demonic minions have seized a temple of the Queen Bee to corrupt her avatar, creating a hive fortress filled with hybrid bee-people and traps. Adventurers must navigate a hex-grid dungeon, negotiate with factions, and either slay the villain or free the avatar.",30,"Combat, Diplomacy, Puzzles, Stealth, Roleplay, Traps, Exploration",7.5,7.0,8.0,7.5,1.0,PG-13,7.5,E072_EricDiaz_TheWretchedHive.md,2026-06-28T07:33:42.130Z,deepseek/deepseek-v4-flash
494,2015,Plain of the Hostile Fast Breeding Enemy,Abundant Men,"A sandbox point-crawl where players stationed at a border fort must stop a fast-breeding enemy from overrunning the region, aided by hostile advisors. A ticking clock escalates enemy forces over 120 days before the fort is stormed.",4,"Combat, Exploration, Stealth, Roleplay",6.5,6.0,5.0,5.0,1.0,PG-13,5.62,E073_AbundantFightingMen_PlainoftheHostileFastBreedingEnemy.md,2026-06-28T07:33:38.413Z,deepseek/deepseek-v4-flash
495,2015,The Panopticon,Anna Costa,The Panopticon is a supermassive pyramidal prison hewn from a magic-dampening asteroid. Players must elude the gaze of the One-Eyed Watchers and the desiccated demigod Panoptes to save a wizard's friend from death by mastication.,1,"Stealth, Exploration",8.0,6.0,7.0,5.0,1.0,PG-13,6.5,E074_AnnaCosta_ThePanopticon.md,2026-06-28T07:33:45.415Z,deepseek/deepseek-v4-flash
496,2015,Wizard's Tower,Rodger Thorm,"This one-page dungeon presents a wizard's tower that can be explored either after the wizard's death or while he is still alive, with the backstory of a sinister Selection of young girls to extend his life. Adventurers may be hired to recover a stolen relic, confirm the wizard's demise, or confront him directly, facing traps and the wizard's Shrike servants.",5,"Combat, Fetch Quests, Exploration, Traps, Social",4.5,3.0,6.0,7.0,1.0,PG-13,5.12,E075_RodgerThorm_WizardsTower.md,2026-06-28T07:33:50.375Z,deepseek/deepseek-v4-flash
497,2015,The Dire Druids of Delver's Deep,Larry Hamilton,"A dungeon module where druids are falsely rumored to be evil, but actually protect a petrified comrade and perform secret weddings. Adventurers explore caverns with monsters and traps, uncovering the truth.",10,"Combat, Exploration, Roleplay, Traps",6.0,4.5,7.0,5.5,2.0,PG-13,5.75,E076_LarryHamilton_TheDireDruidsofDelversDeep.md,2026-06-28T07:33:38.204Z,deepseek/deepseek-v4-flash
498,2015,A Stolen Song,P Potter,"The party must explore the ruined academy where astronomer monks trapped a banshee's spirit. They navigate a silenced observatory, solve puzzles, and gather items to free the captive seer, while avoiding deadly guardians.",13,"Combat, Diplomacy, Puzzles, Fetch Quests, Traps, Exploration, Skill Challenges, Roleplay, Social",7.5,8.0,9.0,6.5,2.0,PG-13,7.75,E077_PAaronPotter_AStolenSong.md,2026-06-28T07:33:51.459Z,deepseek/deepseek-v4-flash
499,2015,A Secret Place for Secret Things,Dave Mareska,"A low-level dungeon module for an evil master's secret domain, featuring six keyed rooms with guards, traps, and magical bronze statues that require white cloaks to exit safely. The excavation has breached Underdark passages, adding extra danger.",6,"Combat, Traps, Puzzles, Exploration",4.0,4.0,5.0,3.0,1.0,PG,4.0,E078_DaveMareska_ASecretPlaceforSecretThings.md,2026-06-28T07:33:51.439Z,deepseek/deepseek-v4-flash
500,2015,The Pit,Etani Properzio,"The Pit is a vertical dungeon shaft with 15 levels accessed by a counterbalancing pulley system. Players descend through goblin-infested mines, a dragon lair, and a dark wizard's domain to reach a fossilized giant worm at the bottom.",28,"Combat, Diplomacy, Puzzles, Traps, Exploration, Skill Challenges, Roleplay",7.0,7.0,8.0,8.0,2.0,PG-13,7.5,E079_EtaniAutumMargulisdiProperzio_ThePit.md,2026-06-28T07:33:55.639Z,deepseek/deepseek-v4-flash
501,2015,Furthest Farthing’s Frog Pond of Existential Ennui,Edward Lockhart,"A village is plagued by an otherworldly black star that induces existential despair and suicide among its residents. The party must investigate the NPCs, navigate the strange size-altering effects of the star, and destroy it by severing its crystalline conduits inside three levels.",12,"Combat, Puzzles, Exploration, Roleplay, Social",8.5,8.0,9.0,6.5,1.0,R,8.0,E080_EdwardLockhart_FurthestFarthingsFrogPond.md,2026-06-28T07:34:00.038Z,deepseek/deepseek-v4-flash
502,2015,The Re-Entry Ragtime,Maxim Golubchik,"A sci-fi one-shot where players wake up on a damaged spaceship falling into orbit, tasked with repairing multiple random failures under a real-time one-hour timer. They must explore rooms, gather items, and solve problems to survive re-entry.",8,"Combat, Puzzles, Fetch Quests, Traps, Exploration, Skill Challenges",7.0,7.0,8.0,6.0,2.5,PG-13,7.0,E081_MaximGolubchik_TheReentryRagtime.md,2026-06-28T07:33:57.844Z,deepseek/deepseek-v4-flash
503,2015,In the Moon Bog,Joseph Salvador,"An OSR adventure set in a swamp polluted by a crashed alien spacecraft, where mutated man-frogs serve a cyclopoid scientist. Players explore the bog, encounter bizarre creatures, and infiltrate the flying saucer to confront Zark.",14,"Combat, Exploration, Traps, Roleplay",7.5,6.5,8.5,7.5,1.0,PG-13,7.5,E082_JosephSalvador_IntheMoonBog.md,2026-06-28T07:34:00.322Z,deepseek/deepseek-v4-flash
504,2015,Swamp Cabin of the Child-Eater,Jeremyfrothsof Smith,"A hex-crawl through a deadly swamp leads to a hag's cabin where abducted children are butchered and turned into ghouls. Players must survive encounters, navigate traps, and rescue the remaining children.",15,"Combat, Traps, Exploration",4.5,5.0,7.0,4.0,1.0,R,5.12,E083_JeremyfrothsofSmith_SwampCabinoftheChildEater.md,2026-06-28T07:34:05.832Z,deepseek/deepseek-v4-flash
505,2015,Abernathy Manor,Philipa Owen,"A Victorian manor has been invaded by faeries through a portal, with the depressed Lord Abernathy manipulated by the faerie Lovelace. Players explore keyed locations, dealing with fae creatures, solving puzzles, and navigating social encounters to resolve the situation.",11,"Combat, Diplomacy, Puzzles, Fetch Quests, Stealth, Roleplay, Exploration, Social",7.5,6.5,8.5,7.5,3.5,PG-13,7.5,E084_PhilipaClarkandPeterOwen_AbernathyManor.md,2026-06-28T07:34:05.126Z,deepseek/deepseek-v4-flash
506,2015,The Dark Coven,Isaac Gomez,"Set in elven ruins plagued by a coven of three hags, this dungeon features twisted creatures and dark magic. Adventurers must navigate five chambers filled with traps, dire wolves, and the hags' lair to claim legendary elven artifacts.",5,"Combat, Traps, Exploration",3.0,2.0,5.0,3.0,1.0,PG-13,3.25,E085_IsaacGomez_TheDarkCoven.md,2026-06-28T07:34:01.552Z,deepseek/deepseek-v4-flash
507,2015,Grist for the Mill,Vance Atkins,"The town is thrown into chaos when a cursed millstone, intended to access a parallel world, instead grinds reality into madness. Adventurers must navigate shifting magical zones and deadly wanderers to stop the mill before the destruction spreads.",3,"Combat, Diplomacy, Puzzles, Roleplay, Traps, Exploration, Skill Challenges",8.0,8.0,7.0,6.0,3.0,PG-13,7.25,E086_VanceAtkins_GristfortheMill.md,2026-06-28T07:34:10.883Z,deepseek/deepseek-v4-flash
508,2015,The Lair of Random Silliness,Shane Ward,"A mad wizard's lair filled with random, silly encounters such as an upside-down room, a shrinking room, and a giant wooden horse containing confused Trojans. The dungeon features traps, combat, and exploration across 12 keyed areas.",12,"Combat, Traps, Exploration, Roleplay",6.5,7.0,8.0,4.0,4.5,PG,6.38,E087_ShaneWard_TheLairofRandomSilliness.md,2026-06-28T07:34:11.987Z,deepseek/deepseek-v4-flash
509,2015,Temple of Glurk,Tom Walker,"A princess turned to frog-transmutation to create an army of frog princes and seize a kingdom, but her experiments have gone awry. The dungeon is a non-linear, organic complex filled with failed hybrids, charmed allies, and a monstrous frog-god.",11,"Combat, Diplomacy, Roleplay, Exploration, Social",7.5,6.0,8.0,6.0,3.0,PG-13,6.88,E088_TomWalker_ThePrincessandtheFrog.md,2026-06-28T07:34:05.538Z,deepseek/deepseek-v4-flash
